latitud,longitud,tipo_bosque,especie,altura,DAP,m_st,biomasa,densidad,temperatura,precipitacion
-11.0,-66.0,TropRF,Couratari guianensis,1.68,0.0133999955237239,0.06090475,0.10628475,430.386817,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Couratari guianensis,3.02,0.0203999906479447,0.245262,0.342992,413.016609,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Couratari guianensis,5.31,0.0435000047609084,1.28523965,1.68481965,806.535561,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Couratari guianensis,4.34,0.0368000067675554,0.828469,1.064689,420.37095,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Couratari guianensis,1.31,0.0107999975373022,0.041479,0.074379,386.449531,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Couratari guianensis,5.8,0.040999995145058,1.630725,2.167315,412.176043,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Couratari guianensis,3.39,0.0150000175382522,0.112188,0.171738,447.150359,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Couratari guianensis,6.59,0.0573999949776312,3.770633,4.529943,455.017782,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Couratari guianensis,0.66,0.0063000047387487,0.00645,0.02009,475.35012,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Couratari guianensis,2.7,0.0155000037475856,0.127442,0.154832,389.664626,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Couratari guianensis,2.26,0.0158000081587824,0.1121266,0.1696266,381.489875,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Couratari guianensis,0.66,0.0056000015456052,0.005809,0.011149,476.271105,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Couratari guianensis,1.3,0.0105999977394388,0.044078,0.075668,473.610376,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Rinereocarpus uleii,0.84,0.0073000027795468,0.011868,0.018538,472.505241,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Rinereocarpus uleii,4.25,0.0287000085797512,0.46294,0.54486,514.316775,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Rinereocarpus uleii,2.76,0.0188999973744585,0.161282,0.200672,490.171295,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Rinereocarpus uleii,1.81,0.0127000065278887,0.074851,0.091431,519.287432,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Rinereocarpus uleii,3.25,0.0183999860843224,0.246172,0.288942,451.050368,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Rinereocarpus uleii,0.73,0.006599995756099,0.008305,0.011435,130.523222,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Rinereocarpus uleii,2.13,0.0127000065278887,0.077231,0.101831,449.211979,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Rinereocarpus uleii,1.32,0.0084000004237065,0.025819,0.036119,452.826793,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Rinereocarpus uleii,1.02,0.0094000012381713,0.022923,0.042303,297.882978,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Rinereocarpus uleii,2.46,0.0203000084938716,0.2048169,0.3143469,457.816738,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Rinereocarpus uleii,3.2,0.0230999913471916,0.3222174,0.4095774,443.667592,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Rinereocarpus uleii,2.06,0.0190000088126089,0.19120415,0.20889415,491.123349,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Rinereocarpus uleii,3.46,0.0233000052206411,0.359852,0.433862,562.388319,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Rinereocarpus uleii,5.22,0.0317000048114702,0.88580885,1.13399885,488.538535,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Pseudolmedia laevis,0.74,0.0080000013959927,0.00791,0.01261,364.973517,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Pseudolmedia laevis,0.76,0.0096999991340614,0.017221,0.023091,398.463618,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Pseudolmedia laevis,0.37,0.0050999992223292,0.00302,0.00926,416.77138,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Pseudolmedia laevis,1.71,0.0136999822820672,0.060376,0.126276,520.698479,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Pseudolmedia laevis,1.32,0.0110000012864875,0.035502,0.077532,528.827092,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Pseudolmedia laevis,1.81,0.0087999975567182,0.040425,0.071415,440.160491,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Brosimum lactescens,0.19,0.0019999991553359,0.00045725,0.00108725,197.154738,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Brosimum lactescens,0.65,0.0056000015456052,0.010228,0.016238,794.64039,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Brosimum lactescens,1.38,0.012400009158902,0.070562,0.092802,598.798977,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Brosimum lactescens,1.6,0.0132000108037046,0.090343,0.115923,554.719795,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Brosimum lactescens,1.69,0.0147000134630489,0.1007,0.12436,713.865575,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Brosimum lactescens,1.05,0.0099000016722788,0.032041,0.064421,680.85154,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Brosimum lactescens,2.5,0.0173000067590893,0.194308,0.270868,666.244866,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Brosimum lactescens,0.55,0.007600000174414,0.01521,0.01863,705.954336,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Combretum gracilis,0.44,0.0068999993948096,0.00438,0.00833,418.050564,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Combretum gracilis,0.67,0.0104000021208577,0.009469,0.024089,465.652768,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Combretum gracilis,2.68,0.0063999991273574,0.034253,0.046393,628.976739,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Combretum gracilis,2.45,0.0061999994454222,0.0231555,0.0389355,617.626533,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Combretum gracilis,0.4,0.0063999991273574,0.002747,0.008187,755.908744,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Combretum gracilis,2.51,0.0083000015741802,0.038618,0.070438,566.93109,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Combretum gracilis,7.96,0.0199000151417229,0.659974,0.853564,610.525599,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Combretum gracilis,4.48,0.0142000140922683,0.31363652,0.37823652,662.218705,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Combretum gracilis,4.97,0.0167000116730136,0.293203,0.403073,618.414244,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Combretum gracilis,6.0,0.007600000174414,0.0974745,0.1150145,753.308501,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Adenocalymma impressum,0.82,0.0068999993948096,0.018668,0.028638,511.814723,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Adenocalymma impressum,0.63,0.0045999965210806,0.005211,0.010251,523.243681,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Adenocalymma impressum,0.74,0.003799991710622,0.006005,0.010405,559.267339,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Adenocalymma impressum,1.35,0.0058999989136605,0.011127,0.016797,625.891311,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Adenocalymma impressum,1.04,0.007600000174414,0.015881,0.020991,486.213619,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Adenocalymma impressum,6.44,0.0110999995576812,0.080867,0.114477,452.774294,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Adenocalymma impressum,3.0,0.0135999885641512,0.013754,0.025174,371.489206,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Adenocalymma impressum,3.6,0.0058000006347877,0.028052,0.039392,496.163878,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Adenocalymma impressum,2.3,0.0073000027795468,0.139564,0.215944,487.922098,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Adenocalymma impressum,3.2,0.0137999895632418,0.0614005,0.0885205,495.12993,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Adenocalymma impressum,5.29,0.010699997874322,0.256246,0.432816,415.6727,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Adenocalymma impressum,3.38,0.0089000008209739,0.0499606,0.0816806,523.090648,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Adenocalymma impressum,1.45,0.010699997874322,0.033525,0.049895,510.41711,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Adenocalymma impressum,1.45,0.0096000003489002,0.043531,0.056731,580.547086,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Uncaria guianensis,7.26,0.0216999958586787,1.079832,1.415532,455.138702,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Uncaria guianensis,0.83,0.0085999964345676,0.012868,0.015638,283.597322,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Uncaria guianensis,3.6,0.0109000025819163,0.2332582,0.3222282,541.677841,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Uncaria guianensis,0.58,0.0057000015269062,0.00181,0.00428,356.613174,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Uncaria guianensis,2.3,0.0155999797161218,0.159376,0.240476,439.07129,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Uncaria guianensis,1.26,0.0097999974267116,0.034121,0.051781,408.392326,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Uncaria guianensis,2.42,0.0084000004237065,0.039225,0.067935,403.474453,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Uncaria guianensis,1.45,0.009500001055675,0.029584,0.049334,440.446643,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Uncaria guianensis,7.28,0.0448000066807383,3.079292673,3.826312673,502.236873,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Uncaria guianensis,3.34,0.0164000120325993,0.23258625,0.31520625,501.036405,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Uncaria guianensis,3.0,0.0143999927866499,0.068084,0.125884,405.87069,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Uncaria guianensis,1.63,0.0120999923656627,0.068394,0.085714,530.731612,26.9718017578125,1693.0
-11.0,-66.0,TropRF,Uncaria guianensis,2.5,0.0118000086174838,0.085166,0.121546,519.753994,26.9718017578125,1693.0
